,rank,name,vote
0,1,剑网3制作人郭炜炜,3149564
1,2,UziQAQ,1341834
2,3,李佳琦Austin,752124
3,4,薇娅viyaaa,741123
4,5,一条小团团OvO,660371
5,6,old先,520796
6,7,iG_TheShy,452695
7,8,韦神_GODV,428830
8,9,花少北,387527
9,10,JackeyLoveasdzz,369274
10,11,李子柒,358271
11,12,烈儿宝贝,353603
